股票代码,股票简称,行业编码,一级门类,二级门类,上市交易所,公司全程,上市日期,省份,城市,法人,地址,网址,邮箱,电话,主营业务,经营范围
cn_600588,用友网络,I65,信息传输、软件和信息技术服务业,软件和信息技术服务业,上海,用友网络科技股份有限公司,2001/5/18 0:00,北京,北京市,王文京,北京市海淀区北清路68号,www.yonyou.com,ir@yonyou.com,010-62436637,云服务业务、软件业务,零售图书；第一类增值电信业务中的因特网数据中心业务；第二类增值电信业务中的呼叫中心业务、因特网接入服务业务、信息服务业务（不含固定网电话信息服务和互联网信息服务）（增值电信业务经营许可证有效期至2020年07月07日）；互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械，含电子公告服务）（电信与信息服务业务许可证有效期至2020年04月16日）；电子计算机软件、硬件及外部设备的技术开发、技术咨询、技术转让、技术服务、技术培训；销售打印纸和计算机耗材；物业管理；企业管理咨询；数据库服务；销售电子计算机软硬件及外部设备；设计、制作、代理、发布广告；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；出租办公用房。（企业依法自主选择经营项目，开展经营活动；第一类增值电信业务中的因特网数据中心业务；第二类增值电信业务中的呼叫中心业务、因特网接入服务业务和信息服务业务（不含固定网电话信息服务和互联网信息服务）、互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械，含电子公告服务）以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）（公司经营范围以工商行政管理机关核准的经营范围为准。）
cn_300454,深信服,I65,信息传输、软件和信息技术服务业,软件和信息技术服务业,深圳,深信服科技股份有限公司,2018/5/16 0:00,广东,深圳市,何朝曦,广东省深圳市南山区学苑大道1001号南山智园A1栋一层,www.sangfor.com.cn,ir@sangfor.com.cn,0755-26581945,信息安全,许可经营项目：计算机软硬件的研发、生产、销售及相关技术服务；网络产品的研发、生产、销售及相关技术服务；计算机信息系统集成以及相关技术咨询（以上均不含专营、专控、专卖商品及限制项目）；货物及技术的出口（不含分销）；第一类增值电信业务；第二类增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
cn_601360,三六零,I64,信息传输、软件和信息技术服务业,互联网和相关服务,上海,三六零安全科技股份有限公司,2012/1/16 0:00,天津,天津市,周鸿祎,天津市华苑产业区海泰西路18号北2-501工业孵化-1,www.360.cn,q-zhengquan@360.cn,010-56821816,互联网安全技术的研发、互联网安全产品的设计、研发、推广，以及基于互联网安全产品的互联网广告及服务、互联网增值服务、智能硬件业务等商业化服务。,一般项目：互联网安全服务；互联网设备销售；互联网数据服务；工业互联网数据服务；广告设计、代理；软件开发；信息咨询服务（不含许可类信息咨询服务）；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；广告制作；广告发布（非广播电台、电视台、报刊出版单位）；会议及展览服务；非居住房地产租赁；自有资金投资的资产管理服务；以自有资金从事投资活动；大数据服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：互联网信息服务；第一类增值电信业务；基础电信业务；第二类增值电信业务；网络文化经营；技术进出口；货物进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
cn_300782,卓胜微,C39,制造业,计算机、通信和其他电子设备制造业,深圳,江苏卓胜微电子股份有限公司,2019/6/18 0:00,江苏,无锡市,许志翰,江苏省无锡市滨湖区建筑西路777号A3幢11层,www.maxscend.com,info@maxscend.com,0510-85185388,射频前端芯片的研究、开发与销售。,集成电路生产；集成电路、软件的技术研发、技术服务、技术转让及批发、进出口业务（以上商品不涉及国营贸易管理商品、涉及配额、许可证管理商品的，按国家有关规定办理申请）（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_600745,闻泰科技,C39,制造业,计算机、通信和其他电子设备制造业,上海,闻泰科技股份有限公司,1996/8/28 0:00,湖北,黄石市,张学政,湖北省黄石市开发区·铁山区汪仁镇新城路东18号,www.wingtech.com,600745mail@wingtech.com,0573-82582899,对房地产、纺织、化工、电子及通信设备行业进行投资经营。,一般项目：智能机器人的研发；数字文化创意软件开发；电子专用材料研发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；人工智能基础软件开发；人工智能应用软件开发；软件开发；可穿戴智能设备制造；网络设备制造；通信设备制造；移动通信设备制造；移动终端设备制造；显示器件制造；智能家庭消费设备制造；数字家庭产品制造；智能车载设备制造；计算机软硬件及外围设备制造；电子元器件制造；电子专用材料制造；物业管理；酒店管理；电子产品销售；网络设备销售；智能家庭消费设备销售；软件销售；智能无人飞行器销售；智能车载设备销售；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；物联网设备销售；可穿戴智能设备销售；针纺织品及原料销售；服装服饰批发；服装服饰零售；金属材料销售；建筑材料销售；电子专用材料销售；化工产品销售（不含许可类化工产品）；电子元器件批发；电子元器件零售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：货物进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
cn_002027,分众传媒,L72,租赁和商务服务业,商务服务业,深圳,分众传媒信息技术股份有限公司,2004/8/4 0:00,广东,广州市,江南春,广东省广州市黄埔区中新广州知识城亿创街1号406房之117,www.focusmedia.cn,FM002027@focusmedia.cn,021-22165288,向客户提供媒体的开发和运营服务。,研制、开发多媒体网络信息系统软件；多媒体网络工程设计咨询、中介并提供相关的技术服务。
cn_300413,芒果超媒,R87,文化、体育和娱乐业,文化艺术业,深圳,芒果超媒股份有限公司,2015/1/21 0:00,湖南,长沙市,张华立,湖南省长沙市开福区金鹰影视文化城,www.mgtv.com,mangocm@mangocm.com,0731-82967188,新媒体平台运营、新媒体互动娱乐内容制作及媒体零售全产业链。,广播电视节目制作；文化娱乐经纪；演出经纪；电子产品及配件的技术咨询服务；智能技术咨询、服务；计算机硬件开发；计算机网络系统工程服务；计算机技术转让；计算机网络平台的开发及建设；计算机技术咨询；计算机技术开发、技术服务；信息网络传播视听节目业务；电子产品及配件、智能产品的销售；电子产品、智能化技术的研发；日用化学品、日用百货、文体用品、玩具、五金工具、家用电器、服装鞋帽、家具、通讯器材、首饰珠宝零售；旅游产品开发、销售，旅游信息咨询、服务；广告设计及户外广告发布、代理电视、报纸广告；活动策划、展览、培训；预包装食品、酒类销售；中药、保健食品、医疗器械、音像制品、书报刊零售；第二类增值电信业务中的信息服务业务（不含固定网电话信息服务业务和移动网信息服务）；保险兼业代理；自营和代理各类商品及技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外；化肥零售；销售不再分装的包装种子；林木种子、农作物种子的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_002555,三七互娱,I64,信息传输、软件和信息技术服务业,互联网和相关服务,深圳,芜湖三七互娱网络科技集团股份有限公司,2011/3/2 0:00,安徽,芜湖市,李卫伟,安徽省芜湖市鸠江区北京中路芜湖广告产业园广告创意综合楼十一楼,www.37wan.net,ir@37.com,0553-7653737,以手机游戏和网页游戏的研发、发行和运营为基础的文化创意业务、同时布局影视、动漫、音乐、教育、社交、VR等文化细分领域,网络及计算机领域内的技术开发、技术转让、技术咨询、技术服务（涉及前置许可的除外）、计算机系统集成、网络工程、图文设计制作、计算机、软件及辅助设备（除计算机信息系统安全专用产品）的销售、动漫的设计和制作、广告的设计、制作和发布、组织境内文化艺术交流活动、实业投资。
cn_300418,昆仑万维,I64,信息传输、软件和信息技术服务业,互联网和相关服务,深圳,昆仑万维科技股份有限公司,2015/1/21 0:00,北京,北京市,金天,北京市海淀区知春路118号B座605E,www.kunlun.com,ir@kunlun-inc.com,010-65210366,移动游戏平台(GameArk)、休闲娱乐社交平台（闲徕互娱）、社交平台(Grindr)、投资。,技术开发、技术转让；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；企业管理咨询；互联网信息服务业务（除新闻、教育、医疗保健、药品、医疗器械以外的内容）；利用互联网经营游戏产品（含网络游戏虚拟货币发行）；互联网游戏出版。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）
cn_300059,东方财富,J67,金融业,资本市场服务,深圳,东方财富信息股份有限公司,2010/3/19 0:00,上海,上海市,其实,上海市嘉定区宝安公路2999号1幢,www.eastmoney.com,dongmi@eastmoney.com,021-54660526,证券业务、金融电子商务服务业务、金融数据服务业务及互联网广告服务业务等。,第二类增值电信业务中的呼叫中心业务和信息服务业务（以经营许可证为准），企业投资咨询、策划，商务咨询，会务会展咨询服务，计算机软硬件及网络系统的技术开发、技术服务、技术咨询、技术转让，设计、制作、发布、代理国内外各类广告，自有房屋租赁，计算机软件销售。
cn_600612,老凤祥,C41,制造业,其他制造业,上海,老凤祥股份有限公司,1992/8/14 0:00,上海,上海市,石力华,上海市黄浦区南京西路190号四层、五层,www.laofengxiang.com,lfx600612@126.com,021-54480605,黄金珠宝首饰、工艺美术品、笔类文具制品的生产经营及销售,生产经营金银制品、珠宝、钻石与相关产品及设备，工艺美术品(文物法规规定的除外)、旅游工艺品与相关产品及原料，文教用品与相关原料及设备；从事上述商品的批发、零售、佣金代理（拍卖除外）及进出口业务；物业管理；自有房产租赁；典当、拍卖（只限已批准的子公司经营）；以独资、合资、合作经营形式投资兴办鼓励类、允许类企业。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_600436,片仔癀,C27,制造业,医药制造业,上海,漳州片仔癀药业股份有限公司,2003/6/16 0:00,福建,漳州市,潘杰,福建省漳州市芗城区上街1号,www.zzpzh.com,zqb@zzpzh.com,0596-2305239,片仔癀系列及其他中成药生产与销售。,片剂、硬胶囊剂、颗粒剂、丸剂（水丸、水蜜丸）、糖浆剂、酊剂（含外用）、软膏剂、锭剂、煎膏剂、中药饮片（含直接口服饮片）（净制）的生产；糖果制品（糖果）的生产；代加工片剂、硬胶囊剂、颗粒剂类保健食品的生产；饮料（固体饮料类）的生产；对外贸易；工艺美术品、化妆品的批发、零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
cn_002223,鱼跃医疗,C35,制造业,专用设备制造业,深圳,江苏鱼跃医疗设备股份有限公司,2008/4/18 0:00,江苏,镇江市,吴群,江苏省丹阳市云阳工业园(振新路南),www.yuyue.com.cn,yuwellzqb@yuyue.com.cn,0511-86900876,研发、制造和销售医疗器械产品及提供相关解决方案。,医疗器械(按许可证所核范围经营);保健用品的制造与销售;金属材料的销售;经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(国家限定公司经营或禁止进出口的商品及技术除外);机动医疗车改装(凭相关资质开展经营活动);汽车的销售。(依法须经批准的项目、经相关部门批准后方可开展经营活动)
cn_600511,国药股份,F51,批发和零售业,批发业,上海,国药集团药业股份有限公司,2002/11/27 0:00,北京,北京市,姜修昌,北京市东城区永外三元西巷甲12号,www.cncm.com.cn,gygfzqb@sinopharm.com,010-67262917,医药流通（医药分销）、医药制造以及医药物流,批发中成药、中药饮片、中药材、化学药制剂、化学原料药、抗生素、生化药品、生物制品、麻醉药品和第一类精神药品（含原料药）、注射用第二类精神药品、蛋白同化制剂和肽类激素、医疗用毒性药品（注射用A型肉毒毒素、蟾酥粉、注射用三氧化二砷），麻黄素原料药（小包装）；组织药品生产；销售医疗器械（Ⅱ、Ⅲ类）；预包装食品销售（含冷藏冷冻食品）、特殊食品销售（保健食品、婴幼儿配方乳粉）；互联网信息服务不含新闻、出版、教育、医疗保健、电子公告服务，含药品和医疗器械；第二类增值电信业务中的信息服务业务（不含固定网电话信息服务和互联网信息服务）；销售医疗器械（Ⅰ类）、日用百货、化妆品、汽车（不含九座以下的乘用车）、电子产品、计算机软件及辅助设备、家用电器、卫生用品、机电设备、机械设备及配件；进出口业务；与上述业务有关的咨询；会议服务；技术服务；技术开发；计算机系统服务；机械设备租赁；特殊医学用途配方食品。
cn_002362,汉王科技,C39,制造业,计算机、通信和其他电子设备制造业,深圳,汉王科技股份有限公司,2010/3/3 0:00,北京,北京市,刘迎建,北京市海淀区东北旺西路8号5号楼三层,www.hanwang.com.cn,zhudy@hanwang.com.cn,010-82786816,多领域智能交互技术的研究与应用。,技术开发、技术转让、技术咨询、技术服务、技术培训；电脑图文设计、制作；计算机网络安装、维修；承办展览展示；投资咨询、经济信息咨询；购销计算机软硬件及外部设备、机械电器设备、通讯设备（不含无线电发射设备）、五金交电、化工产品（不含危险化学品级一类易制毒化学品）、橡胶制品、塑料制品、建筑材料、民用建材、金属材料；自营和代理各类商品及技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外、数字化加工。
cn_000915,华特达因,C27,制造业,医药制造业,深圳,山东华特达因健康股份有限公司,1999/6/9 0:00,山东,临沂市,朱效平,山东省沂南县县城振兴路6号,www.sd-wit.com,wit@sd-wit.com,0531-85198600,医药产业、环保行业。,二氧化氯制备成套装置的集成、销售、安装及技术服务；二氧化氯发生器、次氯酸钠发生器、臭氧发生器的开发、生产、销售、安装及技术服务；消毒产品、环保设备、水处理设备的开发、生产、销售、安装；智慧协同消毒系统的开发及应用；环保、建筑智能化、市政公用工程设计、施工、工程总承包；水污染治理工程、污水处理及再生利用工程、工业废水废气废物处理工程、大气污染治理工程总承包；地源热泵工程总承包；计算机软件技术开发及服务、产品销售；计算机集成及网络工程施工；工业自动控制设备、信息设备、大屏幕显示设备开发、生产、销售、安装；沥青、防水材料销售；房屋租赁；高新技术开发、成果转让、技术服务；进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
cn_002057,中钢天源,C26,制造业,化学原料和化学制品制造业,深圳,中钢天源股份有限公司,2006/8/2 0:00,安徽,马鞍山市,毛海波,安徽省马鞍山市雨山区霍里山大道南段9号,www.ty-magnet.com,sattty@ty-magnet.com.cn,0555-5200209,工业原料业务、金属制品业务、电子元件业务、装备业务和专业技术服务业务。,磁性材料、磁器件、磁分离设备、过滤脱水设备、环保设备、采矿及配套设备、电动机、微电机及其他电机的开发、生产与销售；矿物新材料、新产品研究、开发、生产、销售、咨询、转让（以上经营范围国家限制经营的除外）；经营本企业自产产品的出口业务和本企业所需机械设备、零配件、原辅材料的进口业务（国家限定公司经营或禁止进出口的商品及技术除外）。
cn_600722,金牛化工,C26,制造业,化学原料和化学制品制造业,上海,河北金牛化工股份有限公司,1996/6/26 0:00,河北,沧州市,郑温雅,河北省沧州市临港化工园区化工大道,www.hbjnhg.com,600722@hbjnhg.com,0319-3906006,甲醇的生产和销售。,许可经营项目：制造乙炔、氯化氢气体、氯乙烯、盐酸（副产20%）、压缩空气、氮气、烧碱、液氯、氢气、盐酸（30%）、次氯酸钠、硫酸。一般经营项目：制造普通硅酸盐水泥42.5、聚氯乙烯树脂；批发、零售化工原料（不含危险化学品及需国家有关部门审批的品种）、塑料制品、建筑材料；金属材料、金属制品的销售；房屋租赁；货物及技术进出口（法律、行政法规、国务院决定禁止的除外，法律、行政法规、国务院决定限制的取得许可证后方可经营）。
cn_002068,黑猫股份,C26,制造业,化学原料和化学制品制造业,深圳,江西黑猫炭黑股份有限公司,2006/9/15 0:00,江西,景德镇市,王耀,江西省景德镇市昌江区历尧,www.jx-blackcat.com,heimaoth@126.com,0798-8399126,炭黑、焦油精制和白炭黑等产品的生产与销售。,生产销售萘、粗酚、焦油沥青、盐酸、次氯酸钠、蒽油（凭安全生产许可证经营）；乙烯焦油、蒽油、煤焦油、轻油、洗油、炭黑油、盐酸、次氯酸钠、工业萘、粗酚、减水剂、沥青炭黑及其尾气、白炭黑零售（凭危险化学品经营许可证经营）；饲料二氧化硅生产销售、脱酚油及其它化工产品销售（以上项目不含危险化学品）；劳务服务；自有商标授权服务；对外贸易经营（实行国营贸易管理货物的进出口业务除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_600409,三友化工,C26,制造业,化学原料和化学制品制造业,上海,唐山三友化工股份有限公司,2003/6/18 0:00,河北,唐山市,王春生,河北省唐山市南堡开发区,www.sanyou-chem.com.cn,zhengquanbu@sanyou-chem.cn,0315-8511642、0315-8519078,从事粘胶短纤维、纯碱、烧碱、聚氯乙烯、混合甲基环硅氧烷等系列产品的生产、销售。,纯碱、食用添加剂碳酸钠、轻质碳酸钙生产、销售；工业液体氯化钙、工业二水氯化钙、无水氯化钙、融雪剂生产和销售；粉煤灰、炉渣、脱硫石膏销售；熟石膏、盐石膏的生产和销售，利用工业副产石膏制备的α型高强石膏粉、建筑石膏粉、无水石膏粉以及复配的各种磨具石膏粉的生产和销售，以上产品的加工工艺技术开发、应用配方的研发及技术成果的转让服务；经营本企业自产产品和技术的出口业务和本企业所需的原辅材料、机械设备、零配件及技术的进口业务，但国家限定公司经营和禁止进出口的商品及技术除外；化工机械设备制造、维修（许可项目除外）、销售及相关技术服务；普通货运；货物装卸；两碱工业盐销售；房屋租赁；煤炭批发、电力销售业务；火力发电；热力生产和供应；饮料生产和销售；工业用水的生产和销售。
cn_002102,ST冠福,C27,制造业,医药制造业,深圳,冠福控股股份有限公司,2006/12/29 0:00,福建,泉州市,姚晓琴,福建省泉州市德化县土坂村冠福工业园,www.guanfu.com,guanfu@guanfu.com,0595-23517777,医药中间体、维生素E研发、生产、销售业务；塑贸电商业务；投资性房地产租赁经营业务；黄金采矿业务；商业保理业务。,对医疗业，制造业，采矿业，能源业，建筑业，批发和零售业，交通运输、仓储和邮政业，住宿和餐饮业，房地产业，租赁和商务服务业，信息传输、软件和信息技术服务业，科学研究和技术服务业，居民服务业，教育业，文化、体育和娱乐业的投资；仓储服务（不含危险品）；物业管理；房屋租赁；对外贸易；企业管理咨询服务；会议及展览服务；日用品、体育用品、建筑材料、化工产品（不含危险化学品和及易制毒化学品）、五金交电、金属材料、电子产品、针纺织品的销售；计算机技术、医疗、医药技术的研发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_002092,中泰化学,C26,制造业,化学原料和化学制品制造业,深圳,新疆中泰化学股份有限公司,2006/12/8 0:00,新疆,乌鲁木齐市,杨江红,新疆维吾尔自治区乌鲁木齐市经济技术开发区阳澄湖路39号,www.zthx.com,zthx@zthx.com,0991-8751690,氯碱化工、纺织工业与供应链贸易。,食品添加剂氢氧化钠及盐酸、氢氧化钠（烧碱）、液氯、盐酸、次氯酸盐、次氯酸钠的生产、销售；1，1-二氯乙烷、碳化钙、煤焦油、硫磺、硫化钠、硝酸、氨、过氧化氢、硝酸钠、高锰酸钾、醋酸酐、三氯甲烷、乙醚、哌啶、甲苯、丙酮、甲基乙基酮、苯乙烯、乙烯、乙炔、氢、正乙烷、液化石油气、石油原油、汽油、粗苯、甲醇、苯酚、丙烷、氧（压缩的或液化的）、氮（压缩的或液化的）、二氧化碳（压缩的或液化的）、氦（压缩的或液化的）、氖（压缩的或液化的）、异辛烷、石脑油、1，2-二甲苯、1，3-二甲苯、1，4-二甲苯、二异丙胺、乙醇（无水）、乙醇溶液（按体积含乙醇大于24%）、正丁醇、洗油、柴油（闭环闪点≤60℃）、水合肼（含肼≤64%）、甲醛溶液、煤焦沥青、蒽油、三氯乙烯、酚油、漂白粉、氢氧化钾、亚硫酸钠、甲醇钠的销售。聚氯乙烯树脂、纳米PVC、食品容器、包装材料用聚氯乙烯树脂生产销售；塑料制品的生产和销售；化工产品、机电产品、金属材料、建筑材料的销售；仓储服务；金属制品的防腐和低压液化瓶的检验；一般货物与技术的进出口经营；货运代理；煤炭及制品的销售；房屋租赁；软件和信息技术服务；化纤浆粕制造；人造纤维、棉纺纱、化纤布、非织造布的生产与销售；商务信息技术咨询及服务；矿产品、机械设备、五金产品、电子产品、钢材、汽车、汽车配件、食品、烟草制品、酒、农产品、化肥的销售；道路普通货物运输、国际道路普通货物运输、机械设备租赁。棉花的收购、销售。工业盐的销售（依法须经批准的项目、经相关部门批准后方可开展经营活动）。
cn_600380,健康元,C27,制造业,医药制造业,上海,健康元药业集团股份有限公司,2001/6/8 0:00,广东,,朱保国,广东省深圳市南山区高新区北区朗山路17号健康元药业集团大厦,www.joincare.com,joincare@joincare.com,0755-8625265、86252388,生产经营中成药、口服液、片剂、胶囊剂、颗粒剂、激素类片剂等。,药品、中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂的研发（不含国家保护资源的中药材、中成药秘方产品的研发）、批发、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）；食品、保健食品、化妆品的研发；预包装食品销售（不含冷藏冻食品）、特殊食品销售（保健食品销售、特殊医学用途配方食品销售）、第一类、第二类医疗器械的研发和销售。
cn_002107,沃华医药,C27,制造业,医药制造业,深圳,山东沃华医药科技股份有限公司,2007/1/24 0:00,山东,潍坊市,赵丙贤,山东省潍坊市高新技术产业开发区梨园街3517号,www.wohua.cn,dongmi_002107@163.com,0536-8553373,纯天然植物类心脑血管中成药的研发、生产和销售,许可证范围内片剂、硬胶囊剂、颗粒剂、丸剂（蜜丸、水丸、浓缩丸）、酒剂、酊剂、散剂、煎膏剂、糖浆剂、口服液、合剂；医药科技技术咨询服务。
cn_002109,兴化股份,C26,制造业,化学原料和化学制品制造业,深圳,陕西兴化化学股份有限公司,2007/1/26 0:00,陕西,咸阳市,樊洺僖,陕西省咸阳市兴平市东城区,www.snxhchem.com,snxhchem002109@163.com,029-38839966,合成氨、甲醇、甲胺、DMF的生产与销售。,化工产品（不含危化品）的生产、销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
cn_002118,紫鑫药业,C27,制造业,医药制造业,深圳,吉林紫鑫药业股份有限公司,2007/3/2 0:00,吉林,通化市,封有顺,吉林省通化市柳河县英利路88号,www.jilinzixin.com.cn,zixin@zxpc.cc,0431-81916633,中成药产业、人参产业、基因测序仪及配套试剂产业。,加工销售中成药，化学药制剂（口服液，片剂，胶囊），中药饮片，药材原料，农副产品，针织品加工；中药材的种植与销售，种养殖业；设计，制作，代理电视，报纸，灯箱，路牌广告业务，经营本企业自产产品及相关技术的出口业务（国家限定公司经营或禁止出口的商品除外）；经营本企业生产科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务（国家限定公司经营或禁止进口的商品除外）；经营本企业的进料加工和“三来一补”业务；生产脱脂棉球；土特产品销售。***（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_002166,莱茵生物,C27,制造业,医药制造业,深圳,桂林莱茵生物科技股份有限公司,2007/9/13 0:00,广西,桂林市,秦本军,广西壮族自治区桂林市临桂区人民南路19号,www.layn.com.cn,002166@layn.com.cn,0773-3568809,天然健康产品业务和建筑业务,植物提取物、中药提取物、食品及食品添加剂、饲料和饲料添加剂、植物提取物配方产品、护肤用化妆品及个人护理用品的研发、生产、销售、技术转让及自营进出口（以上项目涉及行政许可审批项目除外）；植物种苗培育及繁育研究、应用、推广及技术转让。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
cn_002064,华峰化学,C28,制造业,化学纤维制造业,深圳,华峰化学股份有限公司,2006/8/23 0:00,浙江,温州市,杨从登,浙江省温州市瑞安市瑞安经济开发区开发区大道1788号,www.spandex.com.cn,hfal002064@huafeng.com,0577-65150000,氨纶产品的加工制造、销售、技术开发。,一般项目：合成纤维制造；合成纤维销售；合成材料制造（不含危险化学品）；合成材料销售；基础化学原料制造（不含危险化学品等许可类化学品的制造）；化工产品销售（不含许可类化工产品）；新材料技术研发；生物基材料技术研发；工程和技术研究和试验发展(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：货物进出口；技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。
cn_300441,鲍斯股份,C34,制造业,通用设备制造业,深圳,宁波鲍斯能源装备股份有限公司,2015/4/23 0:00,浙江,宁波市,陈金岳,浙江省宁波市奉化区西坞街道尚桥路18号,www.cnbaosi.com,xub@cnbaosi.com,0574-88661525,压缩机、真空泵、高效精密切削刀具、精密传动部件、液压泵等机械产品的研发、生产、销售,煤层气、天然气、石油伴生气负压抽采和增压螺杆压缩机组及液化系统、煤层气脱氧提浓装置、油气混输泵、大罐抽气设备、压力容器、真空设备及配件的设计、制造、安装；空气、冷媒螺杆式压缩机及部件的设计、制造、加工；压缩机易耗件的销售；可燃气液化工程的设计、安装、施工、维护及合同能源管理；自营和代理各类商品和技术的进出口业务，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_000301,东方盛虹,C28,制造业,化学纤维制造业,深圳,江苏东方盛虹股份有限公司,2000/5/29 0:00,江苏,苏州市,缪汉根,江苏省苏州市吴江区盛泽镇市场东路73号,www.jsessh.com,tzzgx@jsessh.com,0512-63573480,民用涤纶长丝研发、生产和销售、热电等业务。,资产经营，纺织原料、针纺织品、聚酯(PET)生产、销售，仓储，蒸汽供应，生活垃圾焚烧发电工程，技术咨询，实业投资，国内贸易，企业咨询服务，物业管理，机械设备租赁。公路货运（限指定的分支机构经营），热电生产、供应（限分支机构经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
cn_002418,康盛股份,C34,制造业,通用设备制造业,深圳,浙江康盛股份有限公司,2010/6/1 0:00,浙江,杭州市,王亚骏,浙江省杭州市淳安县千岛湖镇康盛路268号,www.kasun.cn,ksgf@kasun.cn,0571-64836953,家电制冷配件和新能源汽车,制造、销售内螺纹钢管、精密铜管、钢管、铝管、冷轧钢带、铜带，冰箱、冷柜、空调金属管路及其配件；经营进出口业务，但国家限制或禁止的项目除外。
cn_002152,广电运通,C34,制造业,通用设备制造业,深圳,广州广电运通金融电子股份有限公司,2007/8/13 0:00,广东,广州市,黄跃珍,广东省广州市高新技术产业开发区科学城科林路9、11号,www.grgbanking.com,securities@grgbanking.com,020-62878517,金融科技业务和城市智能业务。,计算机、通信和其他电子设备制造业。广州市商事主体信息公司平台公示的经营范围：计算机软硬件及外围设备制造；货币专用设备制造；货币专用设备销售；自动售货机销售；计算器设备制造；计算机软硬件及辅助设备批发；信息系统集成服务；信息技术咨询服务；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机及办公设备维修；安全技术防范系统设计施工服务；专业设计服务；物联网技术服务；数据处理和存储支持服务；城市轨道交通设备制造；工程管理服务；互联网数据服务；信息系统运行维护服务；数字内容制作服务（不含出版发行）；各类工程建设活动；技术进出口；货物进出口；建设工程勘察；建设工程设计；住宅室内装饰装修；第一类增值电信业务。
cn_002158,汉钟精机,C34,制造业,通用设备制造业,深圳,上海汉钟精机股份有限公司,2007/8/17 0:00,上海,上海市,余昱暄,上海市金山区枫泾镇建贡路108号,www.hanbell.com.cn,IR@hanbell.cn,021-57350280-2000,制冷产品业务、空压产品业务、真空产品业务、离心产品业务、涡旋产品业务、热泵产品业务、ORC余热回收产品业务。,研发、生产农渔蔬果等产品储藏、保险、干燥用的新型螺杆式冷冻冷藏设备，各类真空泵、气体压缩机及其零部件；合同能源管理并研发节能技术；销售自产产品及相关配套产品、零部件、润滑油、润滑剂等其他耗材，转让自研技术，租赁自产产品；自产产品、同类商品及节能产品的批发、进出口、佣金代理（拍卖除外），并提供技术咨询、技术服务、售后服务等相关配套服务；自有房屋租赁。（不涉及国营贸易管理商品，涉及危险化学品、配额、许可证管理、专项规定、质检、安检管理等要求的，需按照国家有关规定取得相应许可后开展经营业务）。
